chr	start	end	lnc
chr14	31889491	31922458	lnc-NUBPL-1
chr6	134142284	134175130	LINC01312
chr4	135176327	135248628	lnc-RP11-62N21.1.1-9
chr21	47865615	47878623	lnc-C21orf58-1
chr15	41576160	41801066	OIP5-AS1
chr14	62021977	62066000	lnc-TMEM30B-3
chr12	17742190	17768397	lnc-PIK3C2G-1
chr15	82380934	82390035	LINC01583
chr17	78313697	79329659	lnc-TMEM105-1
chr6	75994729	76013627	lnc-SENP6-3
chr12	98506791	98686223	lnc-RP11-181C3.1.1-3
chr5	111496222	111499975	EPB41L4A-AS1
chr19	7852339	7884977	lnc-EVI5L-5
chr19	58808732	58815014	lnc-ZNF8-2
chr8	126934551	126963493	LINC00861
chr10	45288908	45455137	TMEM72-AS1
chr14	22665090	22953600	lnc-DAD1-2
chr1	241505194	241513514	lnc-FH-1
chr12	117099348	117153774	lnc-RNFT2-1
chr12	127629419	127631077	lnc-SLC15A4-14
chr16	31052373	31061201	lnc-STX4-1
chr14	81685842	81692342	lnc-TSHR-2
chr11	86666660	86718860	lnc-PRSS23-1
chr12	31173696	31226781	DDX11-AS1
chr1	152140600	152417932	FLG-AS1
chr16	89584044	89588625	lnc-ANKRD11-3
chr4	145564067	145582509	HHIP-AS1
chr2	75751193	75769832	lnc-MRPL19-1
chr8	102019204	102029741	lnc-GRHL2-9
chr5	127248420	127420286	LINC01184
chr3	47455557	47457107	lnc-PTPN23-1
chr12	120827348	120833797	lnc-COX6A1-1
chr12	5131628	5135144	lnc-KCNA5-1
chr1	114466587	114472147	HIPK1-AS1
chr12	127693438	127768828	lnc-SLC15A4-12
chr6	2244110	2245808	lnc-WRNIP1-3
chr4	124319585	124883820	LINC01091
chr15	66614819	66618897	lnc-TIPIN-1
chr17	75524206	75532673	lnc-AC015804.1-2
chr16	11559111	11582723	lnc-RMI2-1
chr2	47126413	47135817	lnc-TTC7A-1
chr10	74857801	74861055	lnc-P4HA1-1
chr12	27542721	27613714	ARNTL2-AS1
chr17	49012349	49022074	lnc-SPAG9-1
chr1	40932411	40938148	lnc-RIMS3-5
chr11	2861364	2883058	KCNQ1-AS1
chr6	27661813	27687539	lnc-HIST1H2AI-3
chr1	1363501	1365634	lnc-TMEM88B-1
chr1	24526729	24538183	lnc-GRHL3-1
chr12	103941571	103972694	lnc-STAB2-1
chr7	107294412	107302675	SLC26A4-AS1
chr1	203248493	203274453	LINC01136
chr20	48858636	48891449	lnc-TMEM189-2
chr6	117921130	117996467	lnc-GOPC-1
chr3	158260872	158288858	lnc-LXN-1
chr19	2414255	2611860	lnc-TIMM13-1
chr13	53263721	53274883	lnc-LECT1-1
chr10	86039735	86054415	LINC00858
chr7	4807256	4811074	lnc-RADIL-1
chr1	119952262	120078855	lnc-HSD3B2-1
chr22	40806304	41188085	lnc-MCHR1-1
chr16	52585985	52686017	CASC16
chr1	245384436	245387587	lnc-HNRNPU-3
chr7	150130741	150145228	LINC00996
chr3	44482423	44486946	lnc-C3orf23-2
chr18	74240351	74323162	LINC00908
chr15	52393788	52403225	lnc-MAPK6-4
chr21	37441939	37648524	CBR3-AS1
chr8	126257795	126259405	lnc-TRIB1-3
chrX	120153897	120183374	lnc-CT47A1-1
chr19	14495030	14499039	lnc-DDX39A-1
chr10	49782016	49813142	lnc-WDFY4-2
chr19	41958396	42007133	PCAT19
chr11	8190713	8201790	lnc-TUB-1
chr12	127172955	127203891	lnc-TMEM132B-10
chr2	7052406	7058840	RNF144A-AS1
chr14	51422976	51428720	lnc-PYGL-1
chr11	3837981	3843130	lnc-RHOG-1
chr11	117668682	117690134	lnc-DSCAML1-1
chr2	172167775	172170351	lnc-DCAF17-2
chr17	74136636	74150731	RNF157-AS1
chr12	92073796	92074898	lnc-CLLU1.1-5
chr1	79034379	79129763	lnc-ELTD1-6
chr6	170581561	170588975	LINC01624
chr17	18075792	18088067	lnc-FLII-1
chr6	6680541	6749643	lnc-LY86-4
chr2	85291230	85294470	lnc-C2orf89-1
chr20	37053842	37053978	lnc-KIAA1755-3
chr15	77934105	77944630	LINGO1-AS1
chr21	34634694	34638566	IL10RB-AS1
chr1	211536968	211555990	lnc-RD3-1
chr1	3806827	3836605	LINC01134
chrX	118578001	118603083	SLC25A5-AS1
chr11	112830001	112834182	lnc-DRD2-3
chr17	75523547	75564836	lnc-SEPT9-3
chr12	15304856	15308217	RERG-AS1
chr7	77107300	77326662	APTR
chr2	28371421	28429830	lnc-RBKS-1
chr17	4383674	4389747	lnc-MYBBP1A-2
chr3	156799574	156806336	lnc-LEKR1-1
chr5	137368456	137375668	lnc-WNT8A-1
chr9	132870736	132873098	lnc-AL360004.1-2
chr2	61153043	61170888	lnc-REL-1
chr17	16220015	16255093	lnc-CENPV-1
chr8	607191	611619	lnc-FBXO25-2
chr2	24281862	24284864	lnc-AC008073.6.1-1
chr7	39739484	39840858	LINC00265
chr19	15524892	15527617	lnc-CYP4F22-1
chr10	29941943	30543666	lnc-KIAA1462-2
chr10	63852522	63856700	lnc-RTKN2-1
chr11	67645566	67673821	lnc-NDUFS8-2
chr3	195869402	195904972	LINC00885
chr2	62193534	62603410	lnc-CCT4-2
chr5	172380481	172386395	lnc-DUSP1-4
chr2	64370372	64479993	lnc-LGALSL-2
chr9	113341512	113343658	lnc-MUSK-2
chr12	38937978	38983614	lnc-CPNE8-1
chr16	71496180	71499844	lnc-CHST4-3
chr19	47421932	47504632	lnc-TMEM160-1
chr7	124565823	124819369	POT1-AS1
chr2	152194341	152235885	lnc-NMI-1
chr20	306268	309372	lnc-C20orf96-3
chr9	115631917	115636827	lnc-SLC46A2-1
chr19	23433871	23598903	LINC01224
chr2	43254991	43266695	lnc-THADA-3
chr6	1490480	1546716	lnc-FOXC1-2
chr2	179385909	179644690	TTN-AS1
chr7	128768552	128835941	lnc-TSPAN33-2
chr17	26201670	26208263	lnc-NLK-2
chr11	94883702	94967568	lnc-ENDOD1-1
chr1	150129999	150131841	lnc-ANP32E-1
chr20	7999830	8024159	lnc-PLCB1-1
chr12	111269582	111283767	lnc-CCDC63-1
chr5	180274262	180278493	lnc-BTNL8-2
chr4	85886803	85948199	WDFY3-AS2
chr11	8081508	8090920	TUB-AS1
chr20	61819726	61825062	lnc-YTHDF1-1
chr18	6256742	6260933	L3MBTL4-AS1
chr12	53551572	53570194	lnc-ZNF740-2
chr12	128508332	128511711	lnc-SLC15A4-4
chr14	24606606	24609653	lnc-PSME1-1
chr17	56401921	56493127	BZRAP1-AS1
chr11	110199129	110278462	lnc-FDX1-1
chr9	114991487	114992595	lnc-HSDL2-1
chr21	46839630	46844985	COL18A1-AS1
chr3	42975735	42978277	KRBOX1-AS1
chr6	24667806	24670175	lnc-TDP2-1
chr16	30538238	30541977	lnc-ITGAL-1
chr20	52014198	52120860	lnc-ZNF217-2
chr16	54879100	54964854	CRNDE
chr1	195727480	195732777	lnc-KCNT2-2
chr16	56334527	56336816	lnc-OGFOD1-2
chr10	119321594	119331968	lnc-PDZD8-4
chr1	41480261	41509562	SLFNL1-AS1
chr12	58959741	59175529	lnc-LRIG3-1
chr1	46396864	46399249	lnc-PIK3R3-6
chr9	135785223	135810391	lnc-GFI1B-3
chr5	175715847	175723503	lnc-KIAA1191-1
chr15	73043709	73090540	ADPGK-AS1
chr12	121625338	121627249	lnc-P2RX7-1
chr1	112532155	112541971	lnc-DDX20-3
chr17	80662012	80674364	lnc-RAB40B-1
chr19	24216246	24249711	lnc-ZNF254-1
chr1	1334901	1337426	lnc-TMEM88B-3
chr2	139035091	139259268	lnc-NXPH2-3
chr6	25015179	25042398	lnc-FAM65B-1
chr3	48704124	48976346	lnc-C3orf71-1
chr19	19945685	20011568	lnc-ZNF506-2
chr3	185337708	185508293	lnc-C3orf65-1
chr6	33835282	33864717	LINC01016
chr14	101723668	101758324	lnc-DIO3.1-4
chr17	35218934	35294022	lnc-ACACA-5
chr9	86432880	86443094	lnc-RMI1-6
chr6	2884221	2900910	lnc-NQO2-4
chr22	38201235	38203442	lnc-ANKRD54-1
chr15	69755331	69867778	DRAIC
chr20	3086681	3131513	UBOX5-AS1
chr1	61590157	61597315	lnc-INADL-2
chr21	37426161	37481988	lnc-SETD4-1
chr7	133485245	133509641	lnc-SLC35B4-3
chr20	3126103	3128509	lnc-ITPA-1
chr1	23848421	23855542	lnc-MDS2-3
chr2	191798137	191800014	lnc-STAT1-1
chr6	42997800	42998795	lnc-RRP36-1
chr5	146939242	147041572	JAKMIP2-AS1
chr19	56578049	56590167	lnc-NLRP5-1
chr20	31219427	31261743	lnc-COMMD7-1
chr9	134757211	134759568	lnc-NTNG2-2
chr2	70016683	70026080	lnc-AAK1-2
chr15	69365265	69392327	EWSAT1
chr5	16179848	16187173	lnc-FBXL7-2
chr9	140503037	140506038	lnc-C9orf37-1
chr3	82035288	82512826	lnc-CADM2-6
chr11	115403039	115403671	lnc-CADM1-1
chr6	22569794	22571892	lnc-PRL-2
chr8	2387146	2585992	lnc-CSMD1-1
chr12	122501211	122516420	lnc-MLXIP-1
chr6	3436513	3483790	lnc-PSMG4-2
chr13	32594039	32605776	FRY-AS1
chr3	190023502	190040232	lnc-CLDN16-1
chr19	50487907	50490961	lnc-SIGLEC16-1
chr12	115700974	115708401	lnc-RP11-116D17.1.1-1
chr14	21668433	21672514	lnc-RPGRIP1-2
chr11	126763669	126810639	lnc-RP11-712L6.5.1-6
chr4	53578424	53586827	DANCR
chr5	36863688	36876860	NIPBL-AS1
chr1	238639875	238649336	LINC01139
chr15	35837821	36268177	DPH6-AS1
chr19	32876326	32896905	lnc-ANKRD27-2
chr5	172720078	172721830	lnc-STC2-1
chr3	41262337	41266542	lnc-ULK4-1
chr4	39955058	39959114	lnc-C4orf34-2
chr17	39705857	39710747	LINC00974
chr4	79567000	79612146	LINC01094
chr12	14927338	14930934	lnc-HIST4H4-2
chr3	52273250	52278663	lnc-PPM1M-2
chr16	58767815	59142878	lnc-SETD6-1
chr16	21312169	21404500	CRYM-AS1
chr8	71032113	71037863	lnc-PRDM14-1
chr10	61811441	61814831	lnc-C10orf40-1
chr19	35396204	35399631	lnc-ZNF30-2
chr9	21437958	21591904	MIR31HG
chr19	42511265	42515084	lnc-ATP1A3-1
chr7	90893678	90898027	lnc-MTERF-5
chr15	31619769	31727868	lnc-KLF13-2
chr7	44078647	44083895	LINC00957
chr19	57056296	57078833	lnc-ZNF667-2
chr16	3151415	3184883	lnc-ZSCAN10-3
chr16	81110923	81112466	lnc-ATMIN-4
chr19	27916925	28285209	LINC00662
chr20	18766544	18775228	LINC00652
chr17	56154251	56160565	lnc-SRSF1-1
chr13	100393123	100609419	lnc-ZIC5-2
chr5	29065350	29073330	lnc-CDH6-3
chr20	48909256	48938034	LINC01270
chr12	116955662	116992186	LINC00173
chr4	165798141	165820768	lnc-C4orf39-1
chr6	165957020	166400091	lnc-SDIM1-2
chr6	79943390	79957298	HMGN3-AS1
chr3	159629828	159944460	IL12A-AS1
chr20	41314043	41317202	lnc-SRSF6-3
chr8	17941736	17984447	lnc-NAT1-3
chr15	58357400	58364903	lnc-AQP9-1
chr8	22277061	22280192	lnc-PHYHIP-2
chr8	104255772	104258560	lnc-BAALC-1
chr12	4915707	4917807	lnc-AKAP3-2
chr16	50052732	50108892	lnc-TMEM188-1
chr12	8929763	8931191	lnc-MFAP5-1
chr5	114512863	114516020	lnc-AP3S1-6
chr3	64670395	65050506	ADAMTS9-AS2
chr6	11043756	11079385	ELOVL2-AS1
chr6	42756997	42759057	lnc-TBCC-1
chr20	1926066	1988163	lnc-SIRPA-2
chr2	97584842	97591574	lnc-CNNM3-1
chr6	5004043	5240729	LYRM4-AS1
chr4	87913619	87918913	lnc-C4orf36-1
chr16	86507243	86542705	FENDRR
chr16	24715879	24721968	lnc-TNRC6A-1
chr12	106854482	106856449	lnc-RP11-144F15.1.1-1
chr19	58447339	58451650	lnc-CTD-2368P22.1.1-2
chr1	167546649	167599911	lnc-CREG1-3
chr7	155061985	155069592	lnc-AC099552.4.1-3
chr10	105148625	105148836	lnc-TAF5-1
chr10	49455215	49456389	lnc-MAPK8-4
chr10	49661343	49813133	lnc-FRMPD2-3
chr10	127477145	127496034	lnc-UROS-2
chr10	131265525	131335428	lnc-GLRX3-13
chr10	131499890	131516131	lnc-GLRX3-9
chr13	112843666	112855316	LINC01070
chr8	74457900	74459905	lnc-RDH10-4
chr17	45379254	45403111	lnc-CDC27-2
chr12	78720459	78753526	lnc-PAWR-6
chr5	141227142	141233567	lnc-KIAA0141-1
chr19	37001926	37005584	lnc-AC092295.7.1-2
chr12	89401908	89703330	lnc-DUSP6-2
chr9	124053714	124057566	lnc-STOM-1
chr12	88210262	88211608	lnc-C12orf29-1
chr6	18522969	18723129	lnc-RNF144B-1
chr7	64600748	65235798	lnc-ERV3-1-10
chr1	180150089	180167167	lnc-ACBD6-2
chr12	129594173	129597848	lnc-GLT1D1-1
chr6	27109872	27113660	lnc-HIST1H2BJ-1
chr12	52995250	53009089	KRT73-AS1
chr7	112723283	112727810	lnc-AC073348.1-2
chr12	114676206	114679692	lnc-TBX5-1
chr16	23487630	23490537	lnc-UBFD1-1
chr1	156358017	156365401	lnc-RHBG-1
chr16	48380841	48387407	lnc-SIAH1-1
chr13	44971860	44984922	TUSC8
chr12	58261902	58290267	lnc-CTDSP2-1
chr7	65246524	66007536	lnc-VKORC1L1-2
chr15	45668806	45694682	lnc-GATM-1
chr9	71568003	71590757	lnc-PRKACG-1
chr6	8435849	8839055	lnc-BMP6-5
chr1	219254316	219347303	LYPLAL1-AS1
chr20	35415408	35423205	lnc-C20orf118-1
chr15	74753605	74773647	UBL7-AS1
chr12	126885337	126933882	lnc-DHX37-6
chr11	126210783	126225482	lnc-RP11-712L6.5.1-2
chr9	103115260	103158827	lnc-C9orf30-1
chr12	130554869	130557230	lnc-FZD10-1
chr6	33599093	33601413	lnc-BAK1-2
chr15	74418255	74421619	lnc-RP11-247C2.2.1-1
chr7	56041322	56061616	lnc-MRPS17-1
chr22	43111861	43116852	lnc-SERHL2-3
chr15	50616757	51025495	lnc-TRPM7-1
chr2	98372802	98375517	lnc-ZAP70-1
chr9	138900081	138901544	lnc-KCNT1-2
chr3	156460192	156536308	LINC00886
chr14	105883220	105886076	lnc-BRF1-1
chr14	45431441	45511525	lnc-KLHL28-3
chr19	32516635	32547771	LINC01533
chr11	75469499	75479692	lnc-MAP6-2
chr16	80581738	80606705	LINC01227
chr12	108130331	108153745	lnc-ASCL4-1
chr14	27278521	27305664	lnc-FOXG1-5
chr19	58938882	58942515	lnc-ZNF132-1
chr6	5029707	5055048	lnc-RPP40-1
chr3	47205468	47288091	KIF9-AS1
chr1	28805407	28829283	lnc-PHACTR4-1
chr18	5232874	5238597	LINC00526
chr1	109965122	109968162	lnc-SYPL2-1
chr1	173178847	173446294	lnc-TNFSF4-3
chr1	59597607	59673793	lnc-JUN-5
chr16	84599207	84612543	lnc-KLHL36-2
chr8	65486862	65494445	lnc-CYP7B1-2
chr9	92254697	92334797	lnc-GADD45G-3
chr9	79808707	79810652	lnc-GNA14-1
chr1	78346454	78355224	NEXN-AS1
chr11	111743331	111782833	lnc-C11orf1-1
chr18	70770924	70931826	lnc-NETO1-1
chr14	41423760	41618408	lnc-LRFN5-1
chr4	84717588	85220322	lnc-NKX6-1-2
chr5	172293620	172299818	lnc-DUSP1-3
chr6	169754594	169852561	lnc-WDR27-1
chr2	101768047	101772599	lnc-C2orf29-1
chr22	33048402	33216563	lnc-TIMP3-2
chr2	120975055	120977718	lnc-RALB-8
chr22	24526824	24535705	lnc-GGT5-1
chr9	122257652	122286403	lnc-RP11-295D22.1.1-1
chr6	146055996	146207721	lnc-GRM1-1
chr2	27579112	27590489	lnc-SNX17-1
chr12	117537040	117579896	TESC-AS1
chr10	65617591	65647091	lnc-JMJD1C-2
chr12	126910535	126918554	lnc-TMEM132B-8
chr6	166756029	166764957	lnc-FGFR1OP-18
chr12	98997628	99000150	lnc-IKBIP-1
chr3	187009010	187015724	lnc-RTP4-1
chr6	107828733	107837681	lnc-PDSS2-2
chr15	74209525	74211786	lnc-LOXL1-1
chr6	91054937	91072351	lnc-GJA10-4
chr12	43373056	43390289	lnc-ADAMTS20-1
chr20	52169308	52192402	lnc-TSHZ2-1
chr10	103596052	103599032	lnc-HPS6-1
chr7	20175689	20178822	lnc-ITGB8-4
chr1	51658189	51701867	LINC01562
chr2	3605975	3618903	RNASEH1-AS1
chr14	102018557	102026768	DIO3OS
chr13	45958265	45961128	lnc-SLC25A30-1
chr6	10743556	10747896	lnc-MAK-1
chr16	5060909	5094000	NAGPA-AS1
chr2	86200669	86203652	lnc-POLR1A-2
chr12	98904195	98910232	TMPO-AS1
chr13	95347603	95365697	LINC00391
chr15	40330479	40368040	SRP14-AS1
chr5	133842242	133858168	lnc-PHF15-1
chr11	60783657	60787846	lnc-SLC15A3-2
chr3	141655548	141731018	lnc-ATP1B3-3
chr15	80483668	80696680	lnc-RP11-210M15.2.1-3
chr14	21463995	21467322	lnc-NDRG2-1
chr4	106405804	106407514	lnc-PPA2-1
chr13	78493823	79193239	RNF219-AS1
chr22	46623885	47084085	lnc-C22orf40-1
chr5	140568032	140596591	lnc-SLC25A2-3
chr19	55670306	55695370	lnc-EPS8L1-2
chr10	106072593	106098199	lnc-GSTO2-2
chr20	24911283	24913619	lnc-C20orf3-1
chr11	134605489	134633704	lnc-GLB1L2-4
chr2	54080049	54087068	lnc-ERLEC1-1
chr22	32896546	32907788	lnc-FBXO7-1
chr2	102578517	102605473	lnc-IL1R2-2
chr17	34006410	34011922	lnc-GAS2L2-1
chr19	58360098	58368657	lnc-ZNF814-2
chr20	61991339	62002529	lnc-COL20A1-1
chr12	92538115	92584436	lnc-CLLU1.1-2
chr1	154183831	154186381	lnc-UBAP2L-1
chrX	23093707	23096495	lnc-ACOT9-2
chr5	149362621	149365756	lnc-TIGD6-1
chr19	52185936	52196709	SPACA6P-AS
chr21	44337149	44339420	lnc-NDUFV3-1
chr13	24553948	24609166	lnc-SPATA13-1
chr10	70545608	70550589	lnc-SLC25A16-3
chr2	122407175	122486136	NIFK-AS1
chrX	119170200	119280760	RHOXF1-AS1
chr19	57931022	57946520	lnc-VN1R1-1
chr1	86123929	86126130	lnc-COL24A1-1
chr4	184653377	184658726	lnc-RWDD4-1
chr12	112277506	112280706	MAPKAPK5-AS1
chr19	41285684	41302848	lnc-C19orf54-1
chr18	29122108	29136874	DSG2-AS1
chr14	97925152	98047938	lnc-VRK1-5
chr10	13724520	13726874	lnc-PRPF18-2
chr1	113499036	113589677	SLC16A1-AS1
chr17	21760933	21792968	lnc-C17orf51-4
chr12	13349719	13350708	lnc-GSG1-1
chr16	72276918	72698908	LINC01572
chr6	135818488	136037301	LINC00271
chr15	60771359	60922838	RORA-AS1
chr14	50087532	50090198	lnc-RPL36AL-1
chr9	125693948	125702640	lnc-RABGAP1-1
chr20	47099553	47133716	lnc-ARFGEF2-2
chr6	112221561	112230600	lnc-FYN-1
chr16	28293572	28304462	lnc-RP11-57A19.3.1-1
chr5	92731213	92942759	NR2F1-AS1
chr15	63836445	63893788	USP3-AS1
chr9	74381168	74383463	lnc-C9orf85-1
chr3	45717529	45730671	LIMD1-AS1
chr10	75868417	75872105	lnc-AP3M1-1
chr19	32583595	32596822	lnc-ANKRD27-3
chr9	139006426	139010709	lnc-C9orf69-1
chr11	572525	575885	lnc-C11orf35-3
chr15	69744327	69755112	lnc-TLE3-6
chr10	128939562	128964289	lnc-C10orf90-3
chr12	102348775	102356168	lnc-CCDC53-1
chr14	77240626	77253067	lnc-ANGEL1-1
chr12	11365125	11404303	lnc-PRH2-2
chr5	148442799	148489350	lnc-ABLIM3-1
chr1	15438310	15480108	TMEM51-AS1
chr4	85292545	85301342	lnc-NKX6-1-1
chr12	117136140	117140935	lnc-RNFT2-2
chr10	74767365	74776047	lnc-OIT3-1
chr19	46543580	46580887	lnc-IGFL4-1
chr8	30044816	30047775	lnc-MBOAT4-2
chr15	41198495	41202535	lnc-VPS18-1
chr15	39156311	39835728	lnc-FSIP1-4
chr22	19448567	19554362	lnc-CLDN5-1
chr15	40780239	40850218	lnc-RPUSD2-1
chr9	88742418	88771987	lnc-NAA35-2
chr17	56066399	56072211	lnc-VEZF1-1
chr16	2231262	2317329	lnc-AC009065.1-1
chr16	12662991	12666861	lnc-CPPED1-1
chr9	93825575	93837414	lnc-AUH-3
chr5	25083406	25162815	lnc-C5orf17-4
chr2	220253217	220268455	lnc-DES-1
chr1	178055691	178063128	RASAL2-AS1
chr18	696224	698160	lnc-TYMS-1
chr22	30363671	30498134	lnc-ASCC2-1
chr14	25571044	25625439	lnc-STXBP6-1
chr18	65183782	65566856	lnc-CCDC102B-7
chr8	28779447	28922453	lnc-KIF13B-2
chr6	27725197	27731072	lnc-HIST1H2AI-1
chr7	139350714	139361629	lnc-KLRG2-1
chr12	12626617	12630834	lnc-LOH12CR1-1
chr2	54346220	54353753	lnc-TSPYL6-1
chr8	143739818	143747183	lnc-PSCA-1
chr16	29720525	29846826	lnc-C16orf53-2
chr13	96300986	96329209	DNAJC3-AS1
chr9	133345108	133347096	lnc-QRFP-1
chr19	52890882	52901120	ZNF528-AS1
chr17	70026431	70039872	LINC01152
chr14	80677761	80921812	DIO2-AS1
chr4	151500240	151502697	lnc-MAB21L2-1
chr19	36237957	36244316	lnc-HSPB6-1
chr15	41006210	41009621	lnc-FAM82A2-1
chrX	53220978	53254368	lnc-TSPYL2-2
chr19	46714856	46718095	lnc-IGFL3-3
chr2	214115851	214148967	lnc-IKZF2-3
chr20	3907957	3911562	lnc-RNF24-1
chr12	110318480	110326272	lnc-GLTP-1
chr4	110222876	110237291	lnc-SEC24B-1
chr12	117415244	117425142	lnc-TESC-1
chr15	48619764	48622979	lnc-DUT-1
chr14	50458093	50473961	lnc-ARF6-2
chr12	49392149	49413018	lnc-WNT1-2
chr17	33554674	33569982	lnc-SLC35G3-1
chr11	1286246	1299533	lnc-MUC5B-1
chr6	43297935	43300703	lnc-SLC22A7-1
chr18	19737219	19752071	GATA6-AS1
chr19	50341895	50354935	PTOV1-AS1
chr18	74327168	74342075	LINC00683
chrX	117973516	118053632	LINC01285
chr12	83565368	83566519	lnc-TMTC2-1
chr4	153855667	153857989	lnc-TIGD4-2
chr12	2804930	2922079	lnc-NRIP2-1
chr17	2207755	2211342	lnc-SMG6-1
chr17	34312620	34317306	lnc-CCL18-2
chr15	69884467	69988091	PCAT29
chr1	234859788	234867390	LINC01132
chr12	128115792	128121012	lnc-SLC15A4-10
chr13	42876242	42884992	lnc-KIAA0564-2
chr20	23103398	23113273	LINC00656
chr15	72571207	72644135	lnc-TMEM202-2
chr16	88729705	88753594	SNAI3-AS1
chr17	27253292	27271767	lnc-ERAL1-4
chr11	4099131	4100803	lnc-RRM1-1
chr4	119199863	119203166	SNHG8
chr19	21657659	21688090	LINC00664
chr6	17501590	17511496	lnc-NUP153-1
chr2	86116159	86150105	ST3GAL5-AS1
chr12	69043343	69054300	lnc-CPM-3
chr17	38804158	38810190	lnc-TMEM99-5
chr4	89205889	89262983	lnc-HERC6-2
chr3	122597947	122600320	lnc-SEMA5B-1
chr16	25043124	25052221	lnc-ARHGAP17-1
chr14	52231993	52292140	lnc-GNG2-1
chr9	116377628	116449174	lnc-RGS3-1
chr4	37612256	37614793	lnc-KIAA1239-1
chr14	95993472	96001320	SNHG10
chr9	114794536	114800014	lnc-SUSD1-1
chr4	119584228	119606779	lnc-SEC24D-1
chr15	45021198	45028811	lnc-B2M-1
chr13	76099349	76111991	lnc-UCHL3-1
chr13	29293261	29299073	lnc-POMP-1
chr20	1614153	1629119	SIRPG-AS1
chr22	41994033	41995651	lnc-XRCC6-1
chr9	131708091	131709864	lnc-NUP188-1
chr2	88926482	88932695	lnc-RPIA-2
chr14	91108972	91115238	lnc-CALM1-4
chr4	57488954	57492377	lnc-RP11-630A13.2.1-1
chr17	44396627	44401871	lnc-KIAA1267-2
chr16	71952814	71960887	lnc-ZNF821-1
chr20	42839571	42855063	OSER1-AS1
chr16	87091389	87097597	lnc-MAP1LC3B-6
chr9	106839587	106856268	SMC2-AS1
chr14	76041230	76045931	lnc-C14orf1-1
chr12	47802260	47814022	lnc-FAM113B-4
chr7	26438205	26578233	lnc-SNX10-2
chr14	24912158	24977894	lnc-RP11-80A15.1.1-1
chr1	1815599	1818638	lnc-CALML6-2
chr2	110969105	111002997	lnc-NPHP1-1
chr4	141023020	141026668	lnc-CLGN-2
chr11	131123316	131531125	lnc-NTM-1
chr5	42153042	42175447	lnc-OXCT1-1
chr17	65871894	65881544	lnc-C17orf58-4
chr5	140425675	140476962	lnc-AC005609.1-3
chr16	777274	785525	lnc-HAGHL-1
chr3	39821026	39824881	lnc-CX3CR1-1
chr12	47641906	47652378	lnc-FAM113B-1
chr7	87075329	87214789	lnc-RUNDC3B-1
chr19	46969761	46973693	lnc-AC011484.1-1
chr11	66176628	66187199	lnc-NPAS4-1
chr16	1367891	1419666	lnc-C16orf42-1
chrX	3769032	3809506	lnc-CXorf28-3
chr13	98647465	98652538	lnc-FARP1-2
chr19	49868858	49891348	lnc-TEAD2-1
chr5	178364380	178368084	lnc-GRM6-1
chr12	58005900	58015686	lnc-B4GALNT1-1
chr22	25423157	25425294	lnc-TMEM211-1
chr16	27279525	27301839	lnc-CTD-3203P2.2.1-2
chr17	70017991	70233344	SOX9-AS1
chr15	67332911	67340583	lnc-SMAD3-1
chr2	232263066	232265873	lnc-NCL-2
chr10	104958489	105036919	lnc-NT5C2-1
chr1	160171988	160178659	lnc-DCAF8-1
chr7	16216642	16310643	ISPD-AS1
chr13	48863194	48877837	LINC00441
chr20	45981304	45983377	lnc-NCOA3-3
chr10	54203784	54230293	LINC01468
chr14	36343062	36344509	lnc-INSM2-1
chr19	6175883	6199583	lnc-MLLT1-1
chr2	157193083	157224941	lnc-GPD2-1
chrX	39931196	39937210	lnc-ATP6AP2-3
chr19	3710222	3712947	lnc-PIP5K1C-1
chr19	36279777	36288811	LINC01529
chrX	57148031	57279928	lnc-FAAH2-1
chr2	223759418	223764190	lnc-KCNE4-1
chr11	45168193	45256843	lnc-SYT13-2
chr10	102121396	102167899	OLMALINC
chr19	57321476	57327470	PEG3-AS1
chr11	74691591	74695088	lnc-SPCS2-1
chr17	62072977	62077259	PRR29-AS1
chr8	592362	601884	lnc-FBXO25-1
chr6	138141761	138191464	lnc-PERP-2
chr18	75683249	75705683	LINC01029
chr1	200993058	201012770	lnc-C1orf106-1
chr18	52546687	52548040	lnc-C18orf26-1
chr13	52703026	52706859	lnc-UTP14C-1
chr16	27458989	27464714	IL21R-AS1
chr2	232357357	232379088	LINC00471
chr1	85741549	85913821	lnc-CYR61-3
chr2	74373929	74385081	BOLA3-AS1
chr15	101834995	101848805	lnc-LRRK1-3
chrX	57620185	57623908	lnc-ZXDA-1
chr19	58071346	58075488	lnc-AC003682.1-2
chr10	87403829	87407823	lnc-OPN4-2
chr12	23252301	23344521	lnc-ETNK1-4
chr10	18940645	18943952	lnc-ARL5B-1
chr8	98737114	98742478	lnc-RPL30-1
chr15	38354228	38365188	lnc-RASGRP1-4
chr17	43002078	43005641	lnc-FAM187A-1
chr12	131832014	131855604	lnc-GPR133-2
chr5	140168041	140249953	lnc-AC005609.1-1
chr3	12548552	12581122	lnc-MKRN2-AS1-1
chr15	89128796	89148433	LINC01586
chr9	35906218	36014810	LINC00961
chr19	9633899	9637304	lnc-ZNF177-1
chr9	99837952	99894181	lnc-CTSL2-2
chr22	50111700	50118154	lnc-BRD1-2
chr1	246830008	246831638	lnc-TFB2M-1
chrX	114682037	114797058	PLS3-AS1
chr14	30421602	30766249	lnc-PRKD1-1
chr4	13527942	13535959	LINC01097
chr13	52387482	52419311	LINC00282
